site,area,city,district,state,region,lat,lon,ne_count
SIV,North,Kolhapur,Kolhapur,Maharashtra,West,16.706439,74.25635,2
XTG,Central,Nellore,Nellore,Andhra Pradesh,South,14.455208,79.984522,2
SWM,East,Jodhpur,Jodhpur,Rajasthan,North,26.228428,73.016139,2
XOM,East,Agartala,West Tripura,Tripura,Northeast,23.830634,91.277593,2
KBV,North,Pathankot,Pathankot,Punjab,North,32.274516,75.665969,2
WGB,South,Roorkee,Haridwar,Uttarakhand,North,29.835658,77.887658,2
THI,North,Bareilly,Bareilly,Uttar Pradesh,North,28.365091,79.445661,2
RMO,South,Aligarh,Aligarh,Uttar Pradesh,North,27.877799,78.088686,2
XTW,South,Dhule,Dhule,Maharashtra,West,20.886803,74.773383,2
HYD,Saraswathipuram,Mysuru,Mysuru,Karnataka,South,12.295353,76.629005,2
USH,South,Kozhikode,Kozhikode,Kerala,South,11.239791,75.780718,2
PDR,MP Nagar,Bhopal,Bhopal,Madhya Pradesh,Central,23.268954,77.410965,2
DKU,East,Maheshtala,South 24 Parganas,West Bengal,East,22.509979,88.236594,2
NBA,North,Saharanpur,Saharanpur,Uttar Pradesh,North,29.969039,77.568701,2
MSE,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.529637,87.312648,2
QFR,Andheri,Mumbai,Mumbai,Maharashtra,West,19.088391,72.887513,2
URV,Sector 56,Gurgaon,Gurugram,Haryana,North,28.449343,77.043304,2
NPC,North,Junagadh,Junagadh,Gujarat,West,21.522543,70.470894,2
MAZ,East,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.163095,80.289171,2
WCH,North,Kozhikode,Kozhikode,Kerala,South,11.258371,75.796774,2
MDH,East,Satara,Satara,Maharashtra,West,17.679549,74.008432,2
RSH,Central,Rajkot,Rajkot,Gujarat,West,22.314906,70.802843,2
SDR,North,Jodhpur,Jodhpur,Rajasthan,North,26.241821,73.036759,2
MPK,North,Anantapur,Anantapur,Andhra Pradesh,South,14.680909,77.615515,2
OSR,South,Dharamshala,Kangra,Himachal Pradesh,North,32.200414,76.322474,2
BPD,West,Jamshedpur,East Singhbhum,Jharkhand,East,22.808394,86.187382,2
AFM,North,Ahmednagar,Ahmednagar,Maharashtra,West,19.093538,74.761496,2
SHR,East,Jalandhar,Jalandhar,Punjab,North,31.325708,75.564257,2
UNA,Palasia,Indore,Indore,Madhya Pradesh,Central,22.726935,75.868608,2
KPK,East,Jalgaon,Jalgaon,Maharashtra,West,21.006789,75.552728,2
RNB,Central,Ludhiana,Ludhiana,Punjab,North,30.910894,75.855918,2
TBB,South,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.448758,78.824933,2
VPN,Central,Ulhasnagar,Thane,Maharashtra,West,19.232461,73.163882,2
YCM,South,Aligarh,Aligarh,Uttar Pradesh,North,27.878389,78.086448,2
CAR,Pan Bazar,Guwahati,Kamrup Metro,Assam,Northeast,26.153728,91.734514,2
SFP,North,Aizawl,Aizawl,Mizoram,Northeast,23.727161,92.731951,2
XCN,South,Panaji,North Goa,Goa,West,15.472253,73.827359,2
ISM,Central,Shillong,East Khasi Hills,Meghalaya,Northeast,25.591035,91.89361,2
ABW,South,Anantapur,Anantapur,Andhra Pradesh,South,14.662081,77.602477,2
NPX,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.500971,87.310205,2
OMM,North,Gaya,Gaya,Bihar,East,24.791068,85.016408,2
XDT,Central,Dibrugarh,Dibrugarh,Assam,Northeast,27.484299,94.912073,2
TPM,North,Loni,Ghaziabad,Uttar Pradesh,North,28.74183,77.301625,2
AHH,South,Pathankot,Pathankot,Punjab,North,32.257773,75.652548,2
YBC,South,Karnal,Karnal,Haryana,North,29.669012,76.989131,2
FMS,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.752467,77.290298,2
FOT,Ammapet,Salem,Salem,Tamil Nadu,South,11.665924,78.135477,2
XSV,North,Anantapur,Anantapur,Andhra Pradesh,South,14.683723,77.613134,2
LBG,North,Loni,Ghaziabad,Uttar Pradesh,North,28.741187,77.30213,2
VXP,East,Loni,Ghaziabad,Uttar Pradesh,North,28.742158,77.279652,2
MPI,North,Shillong,East Khasi Hills,Meghalaya,Northeast,25.576973,91.905843,2
JBP,South,Loni,Ghaziabad,Uttar Pradesh,North,28.721791,77.290209,2
LYB,North,Maheshtala,South 24 Parganas,West Bengal,East,22.508924,88.261389,2
XKT,East,Dibrugarh,Dibrugarh,Assam,Northeast,27.473768,94.902856,2
GCI,North,Ahmednagar,Ahmednagar,Maharashtra,West,19.095462,74.762727,2
PXM,South,Avadi,Tiruvallur,Tamil Nadu,South,13.097335,80.10956,2
FIL,East,Rohtak,Rohtak,Haryana,North,28.893521,76.595584,2
SOF,Sathuvachari,Vellore,Vellore,Tamil Nadu,South,12.927303,79.13371,2
SDE,North,Kota,Kota,Rajasthan,North,25.219913,75.879864,2
SRU,South,Hisar,Hisar,Haryana,North,29.130954,75.720139,2
ABT,North,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.466487,78.838586,2
WMN,South,Ulhasnagar,Thane,Maharashtra,West,19.204436,73.164635,2
XVG,North,Firozabad,Firozabad,Uttar Pradesh,North,27.157986,78.409375,2
XAZ,East,Akola,Akola,Maharashtra,West,20.699957,76.997911,2
NPP,Central,Margao,South Goa,Goa,West,15.293134,73.987444,2
XTE,East,Warangal,Warangal Urban,Telangana,South,17.967257,79.584366,2
PIM,Central,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.190885,79.987224,2
CFN,South,Panaji,North Goa,Goa,West,15.473265,73.827951,2
CMI,East,Puducherry,Puducherry,Puducherry,South,11.943466,79.79685,2
NCU,East,Ambala,Ambala,Haryana,North,30.378573,76.764051,2
ITE,North,Ajmer,Ajmer,Rajasthan,North,26.449654,74.653487,2
BUS,South,Korba,Korba,Chhattisgarh,Central,22.339942,82.751793,2
XOR,South,Yamunanagar,Yamunanagar,Haryana,North,30.11171,77.266319,2
UBR,North,Davanagere,Davanagere,Karnataka,South,14.463426,75.934926,2
DRB,North,Agartala,West Tripura,Tripura,Northeast,23.82963,91.30212,2
NGX,South,Jammu,Jammu,Jammu and Kashmir,North,32.709987,74.856018,2
WSC,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520449,87.326748,2
SEP,East,Jodhpur,Jodhpur,Rajasthan,North,26.231994,73.018201,2
SOR,West,Dehradun,Dehradun,Uttarakhand,North,30.322214,78.018788,2
STI,East,Kohima,Kohima,Nagaland,Northeast,25.673983,94.097913,2
SRS,North,Bareilly,Bareilly,Uttar Pradesh,North,28.36807,79.446659,2
GBK,Central,Kohima,Kohima,Nagaland,Northeast,25.686725,94.109114,2
BLW,East,Bilaspur,Bilaspur,Chhattisgarh,Central,22.081013,82.127086,2
NPJ,South,Udaipur,Udaipur,Rajasthan,North,24.566361,73.711694,2
RVS,East,Nellore,Nellore,Andhra Pradesh,South,14.440892,79.976768,2
ECT,North,Rajahmundry,East Godavari,Andhra Pradesh,South,17.000628,81.816465,2
NHE,West,Ludhiana,Ludhiana,Punjab,North,30.905784,75.843285,2
ATP,South,Ahmednagar,Ahmednagar,Maharashtra,West,19.077895,74.749383,2
DSF,West,Raipur,Raipur,Chhattisgarh,Central,21.255182,81.617278,2
UFS,East,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.101548,93.593386,2
XFC,Tadepalli,Vijayawada,Krishna,Andhra Pradesh,South,16.515307,80.633976,2
TLB,Technopark,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,8.532789,76.921496,2
LBS,Central,Thrissur,Thrissur,Kerala,South,10.53719,76.214483,2
IMI,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.500464,87.310085,2
XBO,Patamata,Vijayawada,Krishna,Andhra Pradesh,South,16.496218,80.66342,2
NHP,North,Ajmer,Ajmer,Rajasthan,North,26.451281,74.65466,2
DFH,North,Raipur,Raipur,Chhattisgarh,Central,21.255382,81.642295,2
JHS,South,Saharanpur,Saharanpur,Uttar Pradesh,North,29.948495,77.555921,2
BEE,East,Hubli,Dharwad,Karnataka,South,15.366217,75.112042,2
SXT,North,Ujjain,Ujjain,Madhya Pradesh,Central,23.177521,75.803231,2
SGK,East,Jamnagar,Jamnagar,Gujarat,West,22.469811,70.048774,2
OMW,Vannarpet,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.712435,77.746671,2
MEC,Khanapara,Guwahati,Kamrup Metro,Assam,Northeast,26.154842,91.7209,2
VTT,North,Guntur,Guntur,Andhra Pradesh,South,16.306446,80.451,2
APM,Palayamkottai,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.696624,77.75692,2
PNM,East,Loni,Ghaziabad,Uttar Pradesh,North,28.742211,77.27639,2
DHS,Indira Nagar,Lucknow,Lucknow,Uttar Pradesh,North,26.838625,80.954991,2
PCH,South,Akbarpur,Ambedkar Nagar,Uttar Pradesh,North,26.409004,82.536469,2
RHN,Central,Jammu,Jammu,Jammu and Kashmir,North,32.735562,74.856198,2
TIR,North,Howrah,Howrah,West Bengal,East,22.600134,88.275982,2
BSR,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.533124,87.312828,2
SXC,North,Dhanbad,Dhanbad,Jharkhand,East,23.801765,86.442496,2
BVS,Kongu Nagar,Tiruppur,Tiruppur,Tamil Nadu,South,11.092407,77.342317,2
SCD,East,Port Blair,Cuddalore,Tamil Nadu,South,11.748342,79.761413,2
SVW,Central,Roorkee,Haridwar,Uttarakhand,North,29.866464,77.888615,2
KPA,Central,Karaikudi,Sivaganga,Tamil Nadu,South,10.081992,78.7754,2
SBD,Central,Bikaner,Bikaner,Rajasthan,North,28.031962,73.310151,2
SYX,Akota,Vadodara,Vadodara,Gujarat,West,22.300293,73.170654,2
NSM,Bypass Road,Madurai,Madurai,Tamil Nadu,South,9.91782,78.107348,2
MAO,North,Amravati,Amravati,Maharashtra,West,20.93858,77.792028,2
PXP,South,Gulbarga,Kalaburagi,Karnataka,South,17.312126,76.832666,2
KCE,Central,Amravati,Amravati,Maharashtra,West,20.947164,77.781416,2
SES,South,Jalandhar,Jalandhar,Punjab,North,31.308207,75.574517,2
DHW,Central,Jalandhar,Jalandhar,Punjab,North,31.334858,75.576031,2
MRT,Central,Kakinada,East Godavari,Andhra Pradesh,South,16.998081,82.247722,2
BEW,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.027791,76.954824,2
NTA,South,Jalgaon,Jalgaon,Maharashtra,West,20.991505,75.563878,2
SST,East,Rohtak,Rohtak,Haryana,North,28.895443,76.594479,2
JBS,Bejai,Mangalore,Dakshina Kannada,Karnataka,South,12.9041,74.87291,2
XLI,North,Nanded,Nanded,Maharashtra,West,19.139822,77.334377,2
OUS,Chandrasekharpur,Bhubaneswar,Khordha,Odisha,East,20.287295,85.822805,2
JSS,North,Ratnagiri,Ratnagiri,Maharashtra,West,16.995546,73.316327,2
JNB,Central,Asansol,Paschim Bardhaman,West Bengal,East,23.686477,86.951415,2
XBB,West,Raipur,Raipur,Chhattisgarh,Central,21.256356,81.614556,2
KSB,Central,Udaipur,Udaipur,Rajasthan,North,24.597937,73.710775,2
HVS,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.521819,87.326056,2
SAX,North,Agartala,West Tripura,Tripura,Northeast,23.832123,91.302321,2
XNH,MP Nagar,Bhopal,Bhopal,Madhya Pradesh,Central,23.268844,77.412732,2
SIH,South,Kakinada,East Godavari,Andhra Pradesh,South,16.970442,82.248862,2
WHS,Central,Shimla,Shimla,Himachal Pradesh,North,31.116328,77.173476,2
WSV,South,Jodhpur,Jodhpur,Rajasthan,North,26.225709,73.034307,2
RSN,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.518784,87.3256,2
OGA,South,Agartala,West Tripura,Tripura,Northeast,23.812567,91.28644,2
YEO,Central,Nadiad,Kheda,Gujarat,West,22.703616,72.864087,2
FVC,Vannarpet,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.714124,77.746919,2
IDP,Central,Mathura,Mathura,Uttar Pradesh,North,27.505032,77.672984,2
TYN,South,Loni,Ghaziabad,Uttar Pradesh,North,28.723559,77.290206,2
DPG,North,Varanasi,Varanasi,Uttar Pradesh,North,25.322074,82.988911,2
HJS,West,Srinagar,Srinagar,Jammu and Kashmir,North,34.088023,74.782209,2
PRJ,GS Road,Guwahati,Kamrup Metro,Assam,Northeast,26.133987,91.753022,2
SSQ,South,Bhiwandi,Thane,Maharashtra,West,19.281272,73.063798,2
CIH,Pan Bazar,Guwahati,Kamrup Metro,Assam,Northeast,26.15628,91.73797,2
KZB,East,Kollam,Kollam,Kerala,South,8.892532,76.603411,2
XKD,North,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.467927,78.836825,2
SOW,West,Agra,Agra,Uttar Pradesh,North,27.17947,77.993195,2
RIA,North,Anantapur,Anantapur,Andhra Pradesh,South,14.682349,77.614053,2
TSM,Kalwa,Thane,Thane,Maharashtra,West,19.208787,72.978091,2
GAT,North,Ambattur,Tiruvallur,Tamil Nadu,South,13.098368,80.175368,2
CRR,East,Moradabad,Moradabad,Uttar Pradesh,North,28.838545,78.764216,2
KIA,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.531326,87.312587,2
AWS,East,Belgaum,Belgaum,Karnataka,South,15.849048,74.486341,2
SCJ,Beltola,Guwahati,Kamrup Metro,Assam,Northeast,26.135946,91.723692,2
JHB,Central,Mathura,Mathura,Uttar Pradesh,North,27.502024,77.67263,2
JWN,Central,Malegaon,Nashik,Maharashtra,West,20.568741,74.53048,2
MXS,South,Hisar,Hisar,Haryana,North,29.130964,75.722513,2
KYL,Auto Nagar,Vijayawada,Krishna,Andhra Pradesh,South,16.496713,80.647712,2
LYS,South,Gwalior,Gwalior,Madhya Pradesh,Central,26.202391,78.19139,2
EIC,Central,Jalandhar,Jalandhar,Punjab,North,31.336552,75.574487,2
BSB,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519797,87.301772,2
BBM,East,Firozabad,Firozabad,Uttar Pradesh,North,27.160032,78.383342,2
KMS,South,Davanagere,Davanagere,Karnataka,South,14.444908,75.920576,2
MNE,Central,Kalyan,Thane,Maharashtra,West,19.256362,73.134435,2
DNE,South,Nashik,Nashik,Maharashtra,West,19.982792,73.798845,2
PZB,South,Dhule,Dhule,Maharashtra,West,20.884639,74.776403,2
PES,Naupada,Thane,Thane,Maharashtra,West,19.223579,72.989661,2
GNY,North,Hisar,Hisar,Haryana,North,29.14965,75.734551,2
MNS,Mansarovar,Jaipur,Jaipur,Rajasthan,North,26.911424,75.805056,2
PET,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520673,87.32567,2
WAH,North,Firozabad,Firozabad,Uttar Pradesh,North,27.161058,78.410457,2
BKC,East,Dhanbad,Dhanbad,Jharkhand,East,23.788237,86.42524,2
VPG,Central,Ballari,Ballari,Karnataka,South,15.149088,76.921592,2
POO,East,Nadiad,Kheda,Gujarat,West,22.695481,72.85317,2
PKP,Patamata,Vijayawada,Krishna,Andhra Pradesh,South,16.498478,80.665333,2
HWS,Central,Nadiad,Kheda,Gujarat,West,22.706325,72.865086,2
MGS,East,Firozabad,Firozabad,Uttar Pradesh,North,27.159555,78.383805,2
RHO,South,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.741556,83.371764,2
TPU,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.501047,87.310766,2
YPP,Central,Gangtok,East Sikkim,Sikkim,Northeast,27.351687,88.607136,2
BDD,South,Bidar,Bidar,Karnataka,South,17.893708,77.529471,2
GTN,South,Belgaum,Belgaum,Karnataka,South,15.829991,74.497595,2
YNC,Paltan Bazar,Guwahati,Kamrup Metro,Assam,Northeast,26.153556,91.748238,2
SOC,South,Hisar,Hisar,Haryana,North,29.130657,75.721207,2
MIE,Viman Nagar,Pune,Pune,Maharashtra,West,18.508252,73.865959,2
RMU,East,Anand,Anand,Gujarat,West,22.563002,72.919415,2
VDH,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.502024,87.313058,2
YUI,North,Maheshtala,South 24 Parganas,West Bengal,East,22.512145,88.263497,2
FFD,Beltola,Guwahati,Kamrup Metro,Assam,Northeast,26.138771,91.723077,2
VIR,South,Davanagere,Davanagere,Karnataka,South,14.446499,75.923184,2
MCS,East,Kamarhati,North 24 Parganas,West Bengal,East,22.671996,88.35851,2
GSC,South,Dhule,Dhule,Maharashtra,West,20.884367,74.773565,2
SNO,South,Ahmednagar,Ahmednagar,Maharashtra,West,19.078511,74.748118,2
SRO,North,Kamarhati,North 24 Parganas,West Bengal,East,22.669494,88.383543,2
PHL,South,Jalandhar,Jalandhar,Punjab,North,31.306235,75.575509,2
JSC,Gokulam,Mysuru,Mysuru,Karnataka,South,12.29706,76.655391,2
DVV,Bhavani Road,Erode,Erode,Tamil Nadu,South,11.353183,77.716798,2
MVH,East,Margao,South Goa,Goa,West,15.284571,73.973799,2
SKP,East,Thrissur,Thrissur,Kerala,South,10.526306,76.204338,2
DVB,Alkapuri,Vadodara,Vadodara,Gujarat,West,22.31619,73.181725,2
INX,Central,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.772826,83.374334,2
HVT,Central,Imphal,Imphal West,Manipur,Northeast,24.826312,93.937897,2
BBN,Katpadi,Vellore,Vellore,Tamil Nadu,South,12.916022,79.122065,2
BPT,South,Ratnagiri,Ratnagiri,Maharashtra,West,16.977585,73.298568,2
XAH,South,Thrissur,Thrissur,Kerala,South,10.511428,76.215138,2
NYP,South,Thrissur,Thrissur,Kerala,South,10.507646,76.215703,2
TRC,Central,Port Blair,Cuddalore,Tamil Nadu,South,11.760156,79.769835,2
CVP,North,Saharanpur,Saharanpur,Uttar Pradesh,North,29.968034,77.568697,2
MIL,East,Mathura,Mathura,Uttar Pradesh,North,27.491924,77.661324,2
TSV,North,Jhansi,Jhansi,Uttar Pradesh,North,25.448461,78.584418,2
XWO,North,Bokaro Steel City,Bokaro,Jharkhand,East,23.670793,86.166097,2
XMZ,Central,Dehradun,Dehradun,Uttarakhand,North,30.326571,78.030201,2
VIN,East,Bareilly,Bareilly,Uttar Pradesh,North,28.368315,79.421155,2
BEQ,South,Kollam,Kollam,Kerala,South,8.876031,76.615726,2
NNK,North,Nellore,Nellore,Andhra Pradesh,South,14.442316,80.001206,2
FHO,East,Tinsukia,Tinsukia,Assam,Northeast,27.489683,95.351732,2
SBC,Central,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.114442,93.605666,2
KTT,Central,Bhagalpur,Bhagalpur,Bihar,East,25.252536,86.984097,2
COL,North,Bhuj,Kutch,Gujarat,West,23.25215,69.68454,2
DMA,Geeta Bhawan,Indore,Indore,Madhya Pradesh,Central,22.712315,75.844301,2
NDE,Central,Kakinada,East Godavari,Andhra Pradesh,South,16.999015,82.248029,2
LTA,South,Imphal,Imphal West,Manipur,Northeast,24.797151,93.937784,2
SZA,North,Asansol,Paschim Bardhaman,West Bengal,East,23.673872,86.967872,2
HSP,South,Anantapur,Anantapur,Andhra Pradesh,South,14.664871,77.601589,2
FEC,East,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.468808,78.815026,2
GER,West,Kota,Kota,Rajasthan,North,25.219895,75.85274,2
BSH,East,Karaikudi,Sivaganga,Tamil Nadu,South,10.072516,78.762135,2
YPS,Bhawarkua,Indore,Indore,Madhya Pradesh,Central,22.711225,75.873428,2
PLT,South,Gaya,Gaya,Bihar,East,24.775297,84.999452,2
XIB,Central,Ludhiana,Ludhiana,Punjab,North,30.910896,75.85778,2
GEC,Korlagunta,Tirupati,Chittoor,Andhra Pradesh,South,13.610909,79.420372,2
WDN,South,Kollam,Kollam,Kerala,South,8.875594,76.614536,2
ACT,South,Sambalpur,Sambalpur,Odisha,East,21.447599,83.975239,2
RYC,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.522106,87.328273,2
NBI,Central,Varanasi,Varanasi,Uttar Pradesh,North,25.330181,82.973485,2
RVB,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.532199,87.31255,2
LTM,Sitabuldi,Nagpur,Nagpur,Maharashtra,West,21.153224,79.102657,2
MPM,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.518744,87.328288,2
SLP,East,Loni,Ghaziabad,Uttar Pradesh,North,28.740038,77.276499,2
NLN,East,Aligarh,Aligarh,Uttar Pradesh,North,27.898523,78.077958,2
PLS,Bhavani Road,Erode,Erode,Tamil Nadu,South,11.353232,77.715761,2
SNS,East,Bhilwara,Bhilwara,Rajasthan,North,25.345675,74.624716,2
PMO,East,Jalandhar,Jalandhar,Punjab,North,31.326345,75.563948,2
RES,South,Karaikudi,Sivaganga,Tamil Nadu,South,10.055147,78.775271,2
PVM,East,Ratnagiri,Ratnagiri,Maharashtra,West,16.994986,73.291199,2
XMN,South,Dhule,Dhule,Maharashtra,West,20.886105,74.774853,2
XBD,Central,Jalandhar,Jalandhar,Punjab,North,31.335691,75.576555,2
POZ,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.532426,87.313722,2
FGP,Sector 16,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.543758,77.377027,2
BSM,Sector 86,Faridabad,Faridabad,Haryana,North,28.403465,77.304728,2
VVS,East,Ballari,Ballari,Karnataka,South,15.138321,76.911401,2
AMG,Central,Sambalpur,Sambalpur,Odisha,East,21.479265,83.977382,2
NDP,Bhavani Road,Erode,Erode,Tamil Nadu,South,11.353246,77.71798,2
TSP,East,Gulbarga,Kalaburagi,Karnataka,South,17.328391,76.8228,2
BUC,Central,Amritsar,Amritsar,Punjab,North,31.64305,74.87321,2
PMF,East,Kohima,Kohima,Nagaland,Northeast,25.676691,94.098666,2
RPM,East,Jamnagar,Jamnagar,Gujarat,West,22.470516,70.045321,2
NSA,East,Firozabad,Firozabad,Uttar Pradesh,North,27.158842,78.384141,2
SXB,Central,Jammu,Jammu,Jammu and Kashmir,North,32.736075,74.85652,2
PPP,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.470858,94.926689,2
XBJ,South,Karaikudi,Sivaganga,Tamil Nadu,South,10.054878,78.773177,2
SRM,East,Panipat,Panipat,Haryana,North,29.390759,76.951443,2
XVE,West,Jodhpur,Jodhpur,Rajasthan,North,26.242579,73.011321,2
JDP,South,Mathura,Mathura,Uttar Pradesh,North,27.474882,77.67183,2
CPD,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.4743,94.927182,2
GPS,MG Road,Gurgaon,Gurugram,Haryana,North,28.448384,77.026217,2
VRY,North,Mysore,Mysuru,Karnataka,South,12.296528,76.65323,2
MMI,Central,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.191714,79.988028,2
CRC,Chandrasekharpur,Bhubaneswar,Khordha,Odisha,East,20.2835,85.822996,2
RNM,North,Hubli,Dharwad,Karnataka,South,15.366138,75.139875,2
XAV,North,Rourkela,Sundargarh,Odisha,East,22.260517,84.866164,2
BZX,Bairagarh,Bhopal,Bhopal,Madhya Pradesh,Central,23.253667,77.398649,2
SWB,East,Guntur,Guntur,Andhra Pradesh,South,16.306695,80.424891,2
PSG,Central,Kota,Kota,Rajasthan,North,25.226559,75.866304,2
VWS,DLF Phase 1,Gurgaon,Gurugram,Haryana,North,28.464854,77.040645,2
SHI,Goripalayam,Madurai,Madurai,Tamil Nadu,South,9.916833,78.13671,2
NUM,Bhavani Road,Erode,Erode,Tamil Nadu,South,11.351515,77.715474,2
PRD,South,Silchar,Cachar,Assam,Northeast,24.813771,92.778536,2
SBI,Malad,Mumbai,Mumbai,Maharashtra,West,19.083802,72.870144,2
GOI,South,Ahmednagar,Ahmednagar,Maharashtra,West,19.076325,74.74646,2
SGE,South,Margao,South Goa,Goa,West,15.265941,73.985691,2
DTI,South,Dehradun,Dehradun,Uttarakhand,North,30.302389,78.042157,2
VDI,Central,Jammu,Jammu,Jammu and Kashmir,North,32.737409,74.858603,2
RAY,Central,Firozabad,Firozabad,Uttar Pradesh,North,27.169644,78.396665,2
NEH,Bhavani Road,Erode,Erode,Tamil Nadu,South,11.350209,77.717975,2
RSK,East,Nadiad,Kheda,Gujarat,West,22.693104,72.85337,2
NVT,South,Moradabad,Moradabad,Uttar Pradesh,North,28.820424,78.777835,2
HNU,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.518722,87.326629,2
YAM,South,Kolhapur,Kolhapur,Maharashtra,West,16.68776,74.245268,2
YMC,East,Kota,Kota,Rajasthan,North,25.206124,75.856664,2
GDF,North,Jhansi,Jhansi,Uttar Pradesh,North,25.447793,78.584256,2
MFD,North,Kohima,Kohima,Nagaland,Northeast,25.676448,94.124761,2
NFP,South,Roorkee,Haridwar,Uttarakhand,North,29.834848,77.886257,2
RTJ,South,Ulhasnagar,Thane,Maharashtra,West,19.205186,73.165018,2
JCD,East,Jhansi,Jhansi,Uttar Pradesh,North,25.449302,78.557322,2
MPC,Central,Satara,Satara,Maharashtra,West,17.690443,74.018213,2
PCX,Varachha,Surat,Surat,Gujarat,West,21.177938,72.816923,2
NKL,South,Mira-Bhayandar,Thane,Maharashtra,West,19.277206,72.855887,2
PDO,East,Kadapa,YSR Kadapa,Andhra Pradesh,South,14.466309,78.814836,2
XMF,Hinoo,Ranchi,Ranchi,Jharkhand,East,23.335392,85.323872,2
UMA,East,Ambattur,Tiruvallur,Tamil Nadu,South,13.098114,80.149945,2
GOP,Benz Circle,Vijayawada,Krishna,Andhra Pradesh,South,16.511587,80.659913,2
CHL,South,Ulhasnagar,Thane,Maharashtra,West,19.202,73.163158,2
GIS,Sohna Road,Gurgaon,Gurugram,Haryana,North,28.468579,77.011912,2
RXC,Khanapara,Guwahati,Kamrup Metro,Assam,Northeast,26.152376,91.720057,2
OLC,South,Junagadh,Junagadh,Gujarat,West,21.504848,70.456798,2
